transaction_id,user_id,transaction_amount,transaction_timestamp,user_location,merchant_location,merchant_category,device_id,device_type,payment_method,transaction_status,ip_address,amount_missing_flag,amount_imputed,timestamp_missing_flag,timestamp,hour,day_of_week,city,ip_valid,invalid_ip_flag,is_fraud_label,balance,amount_ratio,is_new_device,is_new_location,time_anomaly,velocity_score,cross_user_device,balance_deviation,is_round_amount,txn_count_last_1hr,location_mismatch,is_night_txn,amount_zscore,fraud_probability
TXN-61C57A3763E6,USR0001,92.72,2024-04-11T15:58:36.297260,delhi,DELHI,Clothing,DEV-CEAEBD15,ATM,Card,success,192.27.174.248,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,55095.33,0.18347191938399307,0,0,0,25,0,0.4549493964960349,0,25,0,0,-0.11465474306837355,18.48%
TXN-D1437A6A4A1C,USR0002,938.3158589517042,"March 02, 2024 01:00 PM",Jaipur,Bengaluru,Clothing,DEV-5E5EBD15,mobile,Upi,success,192.60.130.119,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,86336.44,0.37774732200708183,1,1,0,1,0,0.9560602133259002,0,10,0,0,-0.10860874184715795,28.82%
TXN-4D7860BCF65F,USR0002,17399.39,20240518111559,JAI,JAI,Clothing,DEV-5E5EBD15,mobile,Upi,success,192.60.130.112,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,79303.82,7.004648716477779,0,0,0,2,0,-0.13918797933433452,0,10,0,0,0.009087759744842673,32.32%
TXN-6B968E8BA06C,USR0002,716.323914158053,20240309093620,Jaipur,jaipur,Education,DEV-5E5EBD15,ATM,Wallet,success,192.60.130.222,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,84010.25,0.2883777756513041,0,0,0,3,0,0.5937833672451627,0,10,0,0,-0.1101959818449819,7.88%
TXN-6A7A083055A9,USR0002,772.0,2024-03-06T19:45:46.088324,jaipur,JAI,Healthcare,DEV-5E5EBD15,web,Wallet,success,192.60.130.88,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,84726.58,0.3107918616181858,0,0,0,4,0,0.7053433744470744,0,10,0,0,-0.10979789843500609,8.72%
TXN-08B025285CCD,USR0002,991.9571158170731,2024-03-11T02:49:51.545106,JAI,Bangalore,Clothing,DEV-5E5EBD15,mobile,Wallet,success,192.60.130.99,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,81768.86,0.3993422262567286,0,0,0,5,0,0.2447131279109282,0,10,0,0,-0.10822520744229744,8.31%
TXN-BF944DFED094,USR0002,742.8630678280563,"March 16, 2024 03:20 AM",JAI,jaipur,Travel,DEV-5E5EBD15,web,Upi,pending,192.60.130.234,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,81768.86,0.2990619116291169,0,0,0,6,0,0.2447131279109282,0,10,0,0,-0.11000622718405227,11.15%
TXN-B03185D8BA4E,USR0002,1249.4361861644954,10/03/2024 09:26:55,JAI,HYDERABAD,Utilities,DEV-5E5EBD15,mobile,Upi,success,192.60.130.49,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,68716.62,0.5029981842891058,0,0,0,7,0,-1.788020372572197,0,10,0,0,-0.1063842348816136,16.07%
TXN-E2F3A4A25C48,USR0002,640.3546120031289,16/03/2024 22:19:51,Jaipur,Jaipur,Fue#,DEV-5E5EBD15,mobile,Netbanking,success,192.60.130.87,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,81128.51,0.2577940439899527,0,0,0,8,0,0.14498611576325235,0,10,0,0,-0.1107391615315203,14.78%
TXN-665833DD7594,USR0002,837.5015327191229,2024-03-06T14:08:18.013223,jaipur,JAI,Education,DEV-5E5EBD15,mobile,Upi,success,192.60.130.121,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,85498.94,0.33716147728220225,0,0,0,9,0,0.8256293978754781,0,10,0,0,-0.10932956318641314,15.83%
TXN-7A48026C6B94,USR0002,551.6329876973963,1719119528,Jaipur,jaipur,Education,NEW-0C108FD2,mobile,Wallet,success,225.68.0.159,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,68716.62,0.22207648079854347,1,0,0,10,0,-1.788020372572197,0,10,0,0,-0.11137352018314106,27.37%
TXN-BEFEEECFD256,USR0003,465.85,1716809200,luc#,lucknow,Grocery,UNKNOWN,ATM,Upi,success,192.115.151.232,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,39707.03,1.118068548375931,1,1,0,1,1,0.18057481098944408,0,21,0,0,-0.11198686761488102,22.0%
TXN-431E118C90D1,USR0003,275.3640906864508,20240531162542,L??,Lucknow,Education,DEV-52611F7,mobile,Wallet,failed,192.115.151.100,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,36726.43,0.6608906926020356,1,0,0,2,0,-1.0702631553739743,0,21,0,0,-0.11334883980069782,16.4%
TXN-AEDCE75FED79,USR0003,661.6923862434545,2024-05-28T18:23:35.538626,LKO,Lucknow,Electronics,DEV-84955DD2,web,Netbanking,success,192.115.151.206,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,38342.22,1.5881022770390147,1,0,0,3,0,-0.3921810653013883,0,21,0,0,-0.11058659667710515,19.3%
TXN-9ADB0ED06496,USR0003,465.1157137737264,2024-05-31T03:21:46.806868,LKO,lucknow,Grocery,DEV-104EA314,mobile,Wallet,success,192.115.151.36,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,36726.43,1.1163062164340996,1,0,0,4,0,-1.0702631553739743,0,21,0,0,-0.11199211775343572,18.95%
TXN-D57B67A43A58,USR0003,558.5857266085555,"May 07, 2024 07:08 AM",LKO,Lucknow,Travel,DEV-52611F75,mobile,Netbanking,success,192.115.151.92,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,42133.38,1.3406399752983629,1,0,0,5,0,1.1988163394353544,0,21,0,0,-0.1113238081753271,20.18%
TXN-A0F4443FDFEA,USR0003,401.1483628996707,28-May-2024,lucknow,lucknow,,UNKNOWN,web,Wallet,success,192.115.151.234,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,39003.92,0.962780654267717,0,0,0,6,1,-0.11449218308214695,0,21,0,0,-0.11244948361847427,2.44%
TXN-46E65695F8B9,USR0003,574.0,2024-05-06T10:01:24.955122,LKO,Lucknow,,DEV-84955DD2,ATM,Wallet,success,192.115.151.251,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,42691.97,1.377635176060501,0,0,0,7,0,1.4332341008360612,0,21,0,0,-0.11121359628774245,17.88%
TXN-39EF03397DDF,USR0003,328.9747229944098,12/05/2024 05:19:48,LKO,Chennai,,DEV-52611F75,mobile,Netbanking,success,192.115.151.164,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,41177.4,0.7895594955258854,0,0,0,8,0,0.7976299745812657,0,21,0,0,-0.11296552436109067,16.44%
TXN-B5799422E7D2,USR0003,7.78,1714338555,LKO,lucknow,Food & Dining,CNP-F892ECFF,mobile,Card,success,192.115.151.146,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,35565.74,0.01867247677656916,1,0,0,9,0,-1.5573580755841199,0,21,0,0,-0.11526206314721912,26.04%
TXN-60C5A2271EA0,USR0003,371.22,29/05/2024 15:02:24,lucknow,lucknow,Electronics,UNKNOWN,mobile,Netbanking,success,192.115.151.235,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,37191.55,0.8909507492285351,0,0,0,10,1,-0.8750709944282061,0,21,0,0,-0.11266347108864083,8.98%
TXN-617213FED86F,USR0003,301.96008302365743,28/05/2024 00:44:49,lucknow,LKO,Fuel,DEV-104EA314,mobile,Wallet,success,192.115.151.233,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,39405.06,0.7247227040758533,0,0,0,11,0,0.05385014457906931,0,21,0,0,-0.1131586787439141,17.99%
TXN-B45ED0FEFB5A,USR0003,376.75672555501177,05-15-2024 00:31,LKO,Lucknow,Healthcare,DEV-84955DD2,mobile,Wallet,success,,0,0,1,2024-01-01,12,0,Unknown,0,1,-1,40800.64,0.9042392298640356,0,0,0,12,0,0.6395189525698974,0,21,0,0,-0.112623883560967,32.37%
TXN-B4B23E7E3B02,USR0003,325.3,1717243144,lucknow,LKO,Healthcare,DE#,ATM,Wallet,success,192.115.151.126,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,36401.13,0.7807399351436951,1,0,0,13,1,-1.2067784846560061,0,21,0,0,-0.11299179859064919,17.04%
TXN-F42D4C4A0AF0,USR0003,358.3,29/05/2024 10:54:42,lucknow,Lucknow,Entertainment,DEV-84955DD2,mobile,Wallet,success,192.115.151.211,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,37562.77,0.8599419574607622,0,0,0,14,0,-0.7192848876465444,0,21,0,0,-0.11275584894852646,19.89%
TXN-0733DB07353B,USR0003,506.5567078273065,06/05/2024 07:28:19,lucknow,lucknow,Utilities,DEV-104EA314,web,Wallet,success,192.115.151.224,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,43266.79,1.2157671417635874,0,0,0,15,0,1.6744629406082614,0,21,0,0,-0.1116958150953705,21.7%
TXN-37938125E9B2,USR0003,270.36,07/05/2024 17:12:48,Lucknow,lucknow,Food & Dining,DEV-104EA314,mobile,Wallet,success,192.115.151.157,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,41863.02,0.64888056829219,0,0,0,16,0,1.0853571189475282,0,21,0,0,-0.11338461899483775,19.17%
TXN-87CC3D384050,USR0003,556.0009114232291,01/06/2024 13:10:55,LKO,Lucknow,Entertainment,DEV-84955DD2,mobile,Unknown,success,192.115.151.93,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,35845.13,1.3344362604500684,0,0,0,17,0,-1.4401093272038357,0,21,0,0,-0.11134228957587046,21.6%
TXN-8702EDEA32DA,USR0003,539.25,22/05/2024 09:35:35,LKO,LKO,Grocery,DEV-104EA314,mobile,Wallet,failed,192.115.151.222,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,40800.64,1.294233046499347,0,0,0,18,0,0.6395189525698974,0,21,0,0,-0.11146205841088684,20.52%
TXN-E8A0D17FFEE3,USR0003,356.64,1715191196,Lucknow,Lucknow,Clothing,DEV-52611F75,mobile,Unknown,success,192.115.151.66,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,41506.37,0.8559578557320854,0,0,0,19,0,0.9356854552880279,0,21,0,0,-0.11276771793052415,19.58%
TXN-ADCB9A05CFEF,USR0003,421.1511494883624,28/05/2024 23:51:16,LKO,lucknow,Grocery,DEV-104EA314,web,Netbanking,success,192.115.151.24,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,37921.07,1.010788567898053,0,0,0,20,0,-0.5689207853355948,0,21,0,0,-0.11230646391129068,19.71%
TXN-478E7B4A1466,USR0003,627.77,26/05/2024 00:31:37,Lucknow,lucknow,Food & Dining,DEV-84955DD2,mobile,Wallet,success,192.115.151.91,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,40172.88,1.5066864712116737,0,0,0,21,0,0.3760733235810018,0,21,0,0,-0.11082914137086551,21.13%
TXN-EECCDCB9905F,USR0004,5659.859060974421,21/04/2024 09:29:37,Madras,Chennai,Fuel,DEV-965CDF83,web,Wallet,success,192.72.40.68,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,0.0,0.8909153949494514,1,1,0,1,0,0.0,0,8,0,0,-0.07484975915672601,26.84%
TXN-F66ADADDD933,USR0004,9037.29,1713673092,MAA,Chennai,Utilities,DEV-965CDF83,web,Card,failed,192.72.40.85,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,0.0,1.42255499702082,0,0,0,2,0,0.0,0,8,0,0,-0.05070116457014081,8.26%
TXN-E0B2676AF783,USR0004,6766.49,20/04/2024 20:02:06,chennai,Madras,Utilities,UNKNOWN,web,Wallet,success,192.72.40.254,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,0.0,1.065109580614477,1,0,0,3,1,0.0,0,8,0,0,-0.06693735994384653,6.6%
TXN-2F16121317C0,USR0004,4684.412266642473,2024-04-21T04:24:20.079819,Chennai,MAA,Grocery,DEV-965CDF83,ATM,Wallet,success,192.72.40.45,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,0.0,0.7373708355068693,0,0,0,4,0,0.0,0,8,0,0,-0.08182419315770735,7.81%
TXN-56377C6572D1,USR0004,7370.093272634386,20240419045413,MAA,ahmedabad,Electronics,DEV-965CDF83,web,Wallet,success,192.72.40.32,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,0.0,1.160122449705119,0,0,0,5,0,0.0,0,8,0,0,-0.06262160309044681,8.51%
TXN-06B6E2F01F13,USR0004,2825.92,2024-04-24T15:06:15.689542,Chennai,chennai,Travel,DEV-965CDF83,web,Wallet,success,192.72.40.156,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,0.0,0.44482655942003363,0,0,0,6,0,0.0,0,8,0,0,-0.09511239270928756,10.16%
TXN-CC2A9A95BD44,USR0004,7285.08,2024-04-22T12:22:33.343397,Madras,Madras,Education,DEV-965CDF83,web,Unknown,success,192.72.40.152,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,0.0,1.1467405558188832,0,0,0,7,0,0.0,0,8,0,0,-0.06322944706783365,13.03%
TXN-7177C913793C,USR0004,7193.72,2024-04-22T21:23:31.689698,Chennai,CHENNAI,Fuel,DEV-965CDF83,web,Upi,success,192.72.40.123,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,0.0,1.1323596269643459,0,0,0,8,0,0.0,0,8,0,0,-0.06388267007705585,14.38%
TXN-8030C8CF2E78,USR0005,7076.386144209511,2024-03-09T17:07:41.021488,Hyderabad,Hyderabad,Entertainment,DEV-9571BDB8,mobile,Wallet,success,192.92.217.95,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,1230.2,0.9996813890460279,1,1,0,1,0,-1.428450871781233,0,11,0,0,-0.06472160587349964,31.01%
TXN-A2E362483AB1,USR0005,6376.3510680451,1708808081,HYDERABAD,Hyderabad,Utilities,DEV-9571BDB8,mobile,Unknown,success,192.92.217.76,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,64259.59,0.9007874023331031,0,0,0,2,0,1.4147835874919201,0,11,0,0,-0.06972684907635869,11.06%
TXN-8A217684444D,USR0005,7850.958190215781,05-Mar-2024,HYDERABAD,HYDERABAD,Healthcare,DEV-9571BDB8,mobile,Unknown,success,192.92.217.8,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,23526.39,1.109105216842846,0,0,0,3,0,-0.4226772839597186,0,11,0,0,-0.05918342414460729,9.3%
TXN-3CD40EE3AC8D,USR0005,8456.041468816313,"February 27, 2024 05:16 AM",Hyderabad,hyderabad,,UNKNOWN,mobile,Upi,pending,not_an_ip,0,0,1,2024-01-01,12,0,Unknown,0,1,-1,48182.62,1.1945853588408737,1,0,0,4,1,0.6895569098309005,0,11,0,0,-0.05485708526459996,24.71%
TXN-E2B0630F224D,USR0005,8905.285849133244,1708950199,HYDERABAD,HYD,Healthcare,DEV-9571BDB8,mobile,Wallet,success,192.92.217.110,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,48182.62,1.2580501326652704,0,0,0,5,0,0.6895569098309005,0,11,0,0,-0.05164499281728401,11.56%
TXN-B7095E9DF804,USR0005,7584.957037271415,2024-03-05T08:48:30.316520,HYDERABAD,Hyderabad,Utilities,DEV-9571BDB8,mobile,Wallet,success,192.92.217.30,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,31377.35,1.0715272219957357,0,0,0,6,0,-0.06852313443716805,0,11,0,0,-0.061085329503439284,12.91%
TXN-9704C7FCA7DE,USR0005,15219.805688464943,2024-03-09T13:39:47.790392,HYD,HYDERABAD,Grocery,DEV-9571BDB8,ATM,Upi,success,192.92.217.37,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,8306.59,2.1501026345354846,0,0,0,7,0,-1.1092373129120143,0,11,0,0,-0.006496244445551473,19.33%
TXN-A112F692E902,USR0005,4.25,06-03-2024 07:54,HYD,HYD,Utilities,CNP-6CD5E8F5,mobile,Card,success,192.92.217.124,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,0.0,0.0006003976912597138,1,0,0,8,0,-1.483944777589267,0,11,0,0,-0.1152873026089371,24.68%
TXN-3A17FD99DA47,USR0005,7437.0,29/02/2024 17:23:30,Hyderabad,HYDERABAD,Fuel,DEV-9571BDB8,mobile,Wallet,success,192.92.217.224,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,40744.65,1.0506253246819979,0,0,0,9,0,0.3540325994886944,0,11,0,0,-0.06214322071537048,16.8%
TXN-23871A52A33A,USR0005,1782.3408,03/03/2024 18:18:54,HYDERABAD,hyderabad,Travel,DEV-9571BDB8,mobile,Wallet,success,192.92.217.148,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,38962.31,0.25179136502540966,0,0,0,10,0,0.2736318450764921,0,11,0,0,-0.1025739726719155,17.49%
TXN-E91140A0B337,USR0005,7171.68,1708880977,HYDERABAD,Hyderabad,Food & Dining,DEV-9571BDB8,ATM,Card,success,192.92.217.111,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,57087.91,1.0131435563419915,0,0,0,11,0,1.0912715289604942,0,11,0,0,-0.0640402558380372,19.23%
TXN-92406A063422,USR0006,6444.2702,20240621152403,PNQ,pune,Travel,DEV-E817959F,ATM,Card,success,192.32.250.86,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,85017.17,1.3422157872156009,1,1,0,1,0,-0.669378202208495,0,23,0,0,-0.06924122801944824,31.99%
TXN-5549258FEFEB,USR0006,1752.5684279826069,"June 16, 2024 05:42 AM",Pune,Pune,Electronics,DEV-194045B1,web,Wallet,success,192.32.250.231,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,96880.82,0.36502581971405895,1,0,0,2,0,-0.2295235128885186,0,23,0,0,-0.10278684480896545,15.4%
TXN-968373315FD7,USR0006,7952.553328390311,11/06/2024 23:35:51,PNQ,Pune,Utilities,DEV-194045B1,ATM,Wallet,success,,0,0,1,2024-01-01,12,0,Unknown,0,1,-1,111908.65,1.656361743807615,0,0,0,3,0,0.3276457811991702,0,23,0,0,-0.058457020008434876,23.59%
TXN-B29959064F8F,USR0006,5501.19,04/06/2024 02:27:12,PNQ,PNQ,Clothing,DEV-194045B1,ATM,Upi,success,192.32.250.173,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,156888.82,1.1457905763281917,0,0,0,4,0,1.9953229885434285,0,23,0,0,-0.07598424122196429,13.6%
TXN-62EC399E9EE6,USR0006,6506.51,20240614071709,pune,DELHI,Utilities,DEV-194045B1,ATM,Wallet,success,192.32.250.166,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,101125.49,1.3551791235687447,0,0,0,5,0,-0.07214884285730379,0,23,0,0,-0.0687962141244243,11.08%
TXN-ED6561FDA763,USR0006,2964.020937424103,2024-06-07T00:55:33.654741,Pune,Pune,Fuel,DEV-E817959F,ATM,Netbanking,success,192.32.250.148,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,130566.11,0.6173477480581456,0,0,0,6,0,1.0193866258633235,0,23,0,0,-0.09412497250437755,12.43%
TXN-E5CA21010408,USR0006,3797.07,2024-06-08T21:25:38.452138,PNQ,ahmedabad,Entertainment,DEV-194045B1,ATM,Card,success,192.32.250.206,0,0,1,2024-01-01,12,0,Unknown,1,0,-1,68716.62,0.7908556191766667,0,0,0,7,0,-1.2737346486642431,0,23,0,0,-0.08816868074118192,15.76%
